,Year_x,Month,Count,Country,average_high_celsius,daily_mean_celsius,average_low_celsius,average_precipitation_mm,average_precipitation_days,average_relative_hummidity,VALUE,Year_y
0,2010,1,0,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,12500.0,2010
1,2010,1,0,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,11300.0,2011
2,2010,1,0,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,10500.0,2012
3,2010,1,0,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,13400.0,2013
4,2010,1,0,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,12600.0,2014
5,2010,1,0,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,15600.0,2015
6,2010,1,0,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,17300.0,2016
7,2010,1,0,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,18600.0,2017
8,2010,1,0,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,18400.0,2018
9,2010,1,0,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,19300.0,2019
10,2010,1,0,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,19200.0,2020
11,2010,1,0,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,1000.0,2021
12,2010,1,0,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,7700.0,2022
13,2010,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,14300.0,2010
14,2010,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,13000.0,2011
15,2010,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,12400.0,2012
16,2010,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,15000.0,2013
17,2010,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,14200.0,2014
18,2010,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,18500.0,2015
19,2010,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,20500.0,2016
20,2010,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,18800.0,2017
21,2010,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,19100.0,2018
22,2010,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,20000.0,2019
23,2010,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,19700.0,2020
24,2010,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,400.0,2021
25,2010,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,11900.0,2022
26,2010,3,54,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,16300.0,2010
27,2010,3,54,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,15900.0,2011
28,2010,3,54,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,15300.0,2012
29,2010,3,54,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,19600.0,2013
30,2010,3,54,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,17600.0,2014
31,2010,3,54,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,22000.0,2015
32,2010,3,54,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,19500.0,2016
33,2010,3,54,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,22500.0,2017
34,2010,3,54,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,20600.0,2018
35,2010,3,54,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,23300.0,2019
36,2010,3,54,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,8300.0,2020
37,2010,3,54,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,500.0,2021
38,2010,3,54,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,16500.0,2022
39,2010,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,10200.0,2010
40,2010,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,15000.0,2011
41,2010,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,16500.0,2012
42,2010,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,18900.0,2013
43,2010,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,19400.0,2014
44,2010,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,25400.0,2015
45,2010,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,15700.0,2016
46,2010,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,22400.0,2017
47,2010,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,24000.0,2018
48,2010,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,22100.0,2019
49,2010,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,100.0,2020
50,2010,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,400.0,2021
51,2010,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,18700.0,2022
52,2010,5,37,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,12200.0,2010
53,2010,5,37,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,15200.0,2011
54,2010,5,37,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,16000.0,2012
55,2010,5,37,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,19700.0,2013
56,2010,5,37,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,17700.0,2014
57,2010,5,37,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,23900.0,2015
58,2010,5,37,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,21100.0,2016
59,2010,5,37,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,21400.0,2017
60,2010,5,37,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,22000.0,2018
61,2010,5,37,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,21100.0,2019
62,2010,5,37,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,300.0,2020
63,2010,5,37,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,0.0,2021
64,2010,5,37,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,18500.0,2022
65,2010,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,13400.0,2010
66,2010,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,14600.0,2011
67,2010,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,14700.0,2012
68,2010,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,18300.0,2013
69,2010,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,16900.0,2014
70,2010,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,24200.0,2015
71,2010,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,22900.0,2016
72,2010,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,20900.0,2017
73,2010,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,20500.0,2018
74,2010,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,19700.0,2019
75,2010,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,600.0,2020
76,2010,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,1200.0,2021
77,2010,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,18000.0,2022
78,2010,7,88,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,15100.0,2010
79,2010,7,88,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,16500.0,2011
80,2010,7,88,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,17100.0,2012
81,2010,7,88,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,19100.0,2013
82,2010,7,88,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,19200.0,2014
83,2010,7,88,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,27100.0,2015
84,2010,7,88,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,25800.0,2016
85,2010,7,88,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,22900.0,2017
86,2010,7,88,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,22700.0,2018
87,2010,7,88,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,21800.0,2019
88,2010,7,88,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,2700.0,2020
89,2010,7,88,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,4000.0,2021
90,2010,7,88,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,22000.0,2022
91,2010,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,13900.0,2010
92,2010,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,14500.0,2011
93,2010,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,15300.0,2012
94,2010,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,18000.0,2013
95,2010,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,16600.0,2014
96,2010,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,23800.0,2015
97,2010,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,23100.0,2016
98,2010,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,20900.0,2017
99,2010,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,22000.0,2018
100,2010,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,20000.0,2019
101,2010,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,2400.0,2020
102,2010,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,8800.0,2021
103,2010,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,21400.0,2022
104,2010,9,50,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,13100.0,2010
105,2010,9,50,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,13600.0,2011
106,2010,9,50,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,15700.0,2012
107,2010,9,50,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,17200.0,2013
108,2010,9,50,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,17800.0,2014
109,2010,9,50,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,24100.0,2015
110,2010,9,50,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,22200.0,2016
111,2010,9,50,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,20900.0,2017
112,2010,9,50,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,21300.0,2018
113,2010,9,50,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,19500.0,2019
114,2010,9,50,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,1800.0,2020
115,2010,9,50,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,10100.0,2021
116,2010,9,50,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,19800.0,2022
117,2010,10,0,Belgium,24.2,13.6,10.5,7.3,−5.6,79.0,14100.0,2010
118,2010,10,0,Belgium,24.2,13.6,10.5,7.3,−5.6,79.0,14300.0,2011
119,2010,10,0,Belgium,24.2,13.6,10.5,7.3,−5.6,79.0,17000.0,2012
120,2010,10,0,Belgium,24.2,13.6,10.5,7.3,−5.6,79.0,18800.0,2013
121,2010,10,0,Belgium,24.2,13.6,10.5,7.3,−5.6,79.0,19800.0,2014
122,2010,10,0,Belgium,24.2,13.6,10.5,7.3,−5.6,79.0,25500.0,2015
123,2010,10,0,Belgium,24.2,13.6,10.5,7.3,−5.6,79.0,23500.0,2016
124,2010,10,0,Belgium,24.2,13.6,10.5,7.3,−5.6,79.0,21700.0,2017
125,2010,10,0,Belgium,24.2,13.6,10.5,7.3,−5.6,79.0,20400.0,2018
126,2010,10,0,Belgium,24.2,13.6,10.5,7.3,−5.6,79.0,22300.0,2019
127,2010,10,0,Belgium,24.2,13.6,10.5,7.3,−5.6,79.0,1500.0,2020
128,2010,10,0,Belgium,24.2,13.6,10.5,7.3,−5.6,79.0,12700.0,2021
129,2010,11,0,Belgium,19.4,10.3,7.4,4.5,−9.3,72.9,14800.0,2010
130,2010,11,0,Belgium,19.4,10.3,7.4,4.5,−9.3,72.9,13100.0,2011
131,2010,11,0,Belgium,19.4,10.3,7.4,4.5,−9.3,72.9,16300.0,2012
132,2010,11,0,Belgium,19.4,10.3,7.4,4.5,−9.3,72.9,16100.000000000002,2013
133,2010,11,0,Belgium,19.4,10.3,7.4,4.5,−9.3,72.9,19200.0,2014
134,2010,11,0,Belgium,19.4,10.3,7.4,4.5,−9.3,72.9,21200.0,2015
135,2010,11,0,Belgium,19.4,10.3,7.4,4.5,−9.3,72.9,19900.0,2016
136,2010,11,0,Belgium,19.4,10.3,7.4,4.5,−9.3,72.9,21400.0,2017
137,2010,11,0,Belgium,19.4,10.3,7.4,4.5,−9.3,72.9,22600.0,2018
138,2010,11,0,Belgium,19.4,10.3,7.4,4.5,−9.3,72.9,21600.0,2019
139,2010,11,0,Belgium,19.4,10.3,7.4,4.5,−9.3,72.9,900.0,2020
140,2010,11,0,Belgium,19.4,10.3,7.4,4.5,−9.3,72.9,13300.0,2021
141,2010,12,52,Belgium,17.1,8.3,5.6,2.8,−15.7,72.7,12300.0,2010
142,2010,12,52,Belgium,17.1,8.3,5.6,2.8,−15.7,72.7,13500.0,2011
143,2010,12,52,Belgium,17.1,8.3,5.6,2.8,−15.7,72.7,16800.0,2012
144,2010,12,52,Belgium,17.1,8.3,5.6,2.8,−15.7,72.7,17000.0,2013
145,2010,12,52,Belgium,17.1,8.3,5.6,2.8,−15.7,72.7,19300.0,2014
146,2010,12,52,Belgium,17.1,8.3,5.6,2.8,−15.7,72.7,19200.0,2015
147,2010,12,52,Belgium,17.1,8.3,5.6,2.8,−15.7,72.7,21200.0,2016
148,2010,12,52,Belgium,17.1,8.3,5.6,2.8,−15.7,72.7,20800.0,2017
149,2010,12,52,Belgium,17.1,8.3,5.6,2.8,−15.7,72.7,21400.0,2018
150,2010,12,52,Belgium,17.1,8.3,5.6,2.8,−15.7,72.7,21500.0,2019
151,2010,12,52,Belgium,17.1,8.3,5.6,2.8,−15.7,72.7,2200.0,2020
152,2010,12,52,Belgium,17.1,8.3,5.6,2.8,−15.7,72.7,10200.0,2021
153,2011,1,28,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,12500.0,2010
154,2011,1,28,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,11300.0,2011
155,2011,1,28,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,10500.0,2012
156,2011,1,28,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,13400.0,2013
157,2011,1,28,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,12600.0,2014
158,2011,1,28,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,15600.0,2015
159,2011,1,28,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,17300.0,2016
160,2011,1,28,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,18600.0,2017
161,2011,1,28,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,18400.0,2018
162,2011,1,28,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,19300.0,2019
163,2011,1,28,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,19200.0,2020
164,2011,1,28,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,1000.0,2021
165,2011,1,28,Belgium,17.5,8.1,5.3,2.4,−15.6,62.6,7700.0,2022
166,2011,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,14300.0,2010
167,2011,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,13000.0,2011
168,2011,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,12400.0,2012
169,2011,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,15000.0,2013
170,2011,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,14200.0,2014
171,2011,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,18500.0,2015
172,2011,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,20500.0,2016
173,2011,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,18800.0,2017
174,2011,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,19100.0,2018
175,2011,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,20000.0,2019
176,2011,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,19700.0,2020
177,2011,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,400.0,2021
178,2011,2,0,Belgium,18.1,8.3,5.3,2.3,−13.4,48.8,11900.0,2022
179,2011,3,21,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,16300.0,2010
180,2011,3,21,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,15900.0,2011
181,2011,3,21,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,15300.0,2012
182,2011,3,21,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,19600.0,2013
183,2011,3,21,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,17600.0,2014
184,2011,3,21,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,22000.0,2015
185,2011,3,21,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,19500.0,2016
186,2011,3,21,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,22500.0,2017
187,2011,3,21,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,20600.0,2018
188,2011,3,21,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,23300.0,2019
189,2011,3,21,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,8300.0,2020
190,2011,3,21,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,500.0,2021
191,2011,3,21,Belgium,23.4,10.2,6.8,3.4,−9.8,52.7,16500.0,2022
192,2011,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,10200.0,2010
193,2011,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,15000.0,2011
194,2011,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,16500.0,2012
195,2011,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,18900.0,2013
196,2011,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,19400.0,2014
197,2011,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,25400.0,2015
198,2011,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,15700.0,2016
199,2011,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,22400.0,2017
200,2011,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,24000.0,2018
201,2011,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,22100.0,2019
202,2011,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,100.0,2020
203,2011,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,400.0,2021
204,2011,4,0,Belgium,22.7,12.1,8.3,4.6,−7.2,54.1,18700.0,2022
205,2011,5,0,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,12200.0,2010
206,2011,5,0,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,15200.0,2011
207,2011,5,0,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,16000.0,2012
208,2011,5,0,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,19700.0,2013
209,2011,5,0,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,17700.0,2014
210,2011,5,0,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,23900.0,2015
211,2011,5,0,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,21100.0,2016
212,2011,5,0,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,21400.0,2017
213,2011,5,0,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,22000.0,2018
214,2011,5,0,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,21100.0,2019
215,2011,5,0,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,300.0,2020
216,2011,5,0,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,0.0,2021
217,2011,5,0,Belgium,26.8,14.8,10.9,6.9,−5.6,59.5,18500.0,2022
218,2011,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,13400.0,2010
219,2011,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,14600.0,2011
220,2011,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,14700.0,2012
221,2011,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,18300.0,2013
222,2011,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,16900.0,2014
223,2011,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,24200.0,2015
224,2011,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,22900.0,2016
225,2011,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,20900.0,2017
226,2011,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,20500.0,2018
227,2011,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,19700.0,2019
228,2011,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,600.0,2020
229,2011,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,1200.0,2021
230,2011,6,0,Belgium,28.7,17.6,13.6,9.6,−0.7,66.7,18000.0,2022
231,2011,7,0,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,15100.0,2010
232,2011,7,0,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,16500.0,2011
233,2011,7,0,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,17100.0,2012
234,2011,7,0,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,19100.0,2013
235,2011,7,0,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,19200.0,2014
236,2011,7,0,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,27100.0,2015
237,2011,7,0,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,25800.0,2016
238,2011,7,0,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,22900.0,2017
239,2011,7,0,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,22700.0,2018
240,2011,7,0,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,21800.0,2019
241,2011,7,0,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,2700.0,2020
242,2011,7,0,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,4000.0,2021
243,2011,7,0,Belgium,33.1,19.5,15.6,11.7,1.8,56.2,22000.0,2022
244,2011,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,13900.0,2010
245,2011,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,14500.0,2011
246,2011,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,15300.0,2012
247,2011,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,18000.0,2013
248,2011,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,16600.0,2014
249,2011,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,23800.0,2015
250,2011,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,23100.0,2016
251,2011,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,20900.0,2017
252,2011,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,22000.0,2018
253,2011,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,20000.0,2019
254,2011,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,2400.0,2020
255,2011,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,8800.0,2021
256,2011,8,0,Belgium,30.6,19.2,15.3,11.5,0.6,73.3,21400.0,2022
257,2011,9,0,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,13100.0,2010
258,2011,9,0,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,13600.0,2011
259,2011,9,0,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,15700.0,2012
260,2011,9,0,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,17200.0,2013
261,2011,9,0,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,17800.0,2014
262,2011,9,0,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,24100.0,2015
263,2011,9,0,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,22200.0,2016
264,2011,9,0,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,20900.0,2017
265,2011,9,0,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,21300.0,2018
266,2011,9,0,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,19500.0,2019
267,2011,9,0,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,1800.0,2020
268,2011,9,0,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,10100.0,2021
269,2011,9,0,Belgium,27.6,17.0,13.4,9.8,−1.7,59.5,19800.0,2022
270,2011,10,51,Belgium,24.2,13.6,10.5,7.3,−5.6,79.0,14100.0,2010
271,2011,10,51,Belgium,24.2,13.6,10.5,7.3,−5.6,79.0,14300.0,2011
272,2011,10,51,Belgium,24.2,13.6,10.5,7.3,−5.6,79.0,17000.0,2012
273,2011,10,51,Belgium,24.2,13.6,10.5,7.3,−5.6,79.0,18800.0,2013
274,2011,10,51,Belgium,24.2,13.6,10.5,7.3,−5.6,79.0,19800.0,2014
275,2011,10,51,Belgium,24.2,13.6,10.5,7.3,−5.6,79.0,25500.0,2015
276,2011,10,51,Belgium,24.2,13.6,10.5,7.3,−5.6,79.0,23500.0,2016
277,2011,10,51,Belgium,24.2,13.6,10.5,7.3,−5.6,79.0,21700.0,2017
278,2011,10,51,Belgium,24.2,13.6,10.5,7.3,−5.6,79.0,20400.0,2018
279,2011,10,51,Belgium,24.2,13.6,10.5,7.3,−5.6,79.0,22300.0,2019
280,2011,10,51,Belgium,24.2,13.6,10.5,7.3,−5.6,79.0,1500.0,2020
281,2011,10,51,Belgium,24.2,13.6,10.5,7.3,−5.6,79.0,12700.0,2021
282,2011,11,19,Belgium,19.4,10.3,7.4,4.5,−9.3,72.9,14800.0,2010
283,2011,11,19,Belgium,19.4,10.3,7.4,4.5,−9.3,72.9,13100.0,2011
284,2011,11,19,Belgium,19.4,10.3,7.4,4.5,−9.3,72.9,16300.0,2012
285,2011,11,19,Belgium,19.4,10.3,7.4,4.5,−9.3,72.9,16100.000000000002,2013
286,2011,11,19,Belgium,19.4,10.3,7.4,4.5,−9.3,72.9,19200.0,2014
287,2011,11,19,Belgium,19.4,10.3,7.4,4.5,−9.3,72.9,21200.0,2015
288,2011,11,19,Belgium,19.4,10.3,7.4,4.5,−9.3,72.9,19900.0,2016
289,2011,11,19,Belgium,19.4,10.3,7.4,4.5,−9.3,72.9,21400.0,2017
290,2011,11,19,Belgium,19.4,10.3,7.4,4.5,−9.3,72.9,22600.0,2018
291,2011,11,19,Belgium,19.4,10.3,7.4,4.5,−9.3,72.9,21600.0,2019
292,2011,11,19,Belgium,19.4,10.3,7.4,4.5,−9.3,72.9,900.0,2020
293,2011,11,19,Belgium,19.4,10.3,7.4,4.5,−9.3,72.9,13300.0,2021
294,2011,12,0,Belgium,17.1,8.3,5.6,2.8,−15.7,72.7,12300.0,2010
295,2011,12,0,Belgium,17.1,8.3,5.6,2.8,−15.7,72.7,13500.0,2011
296,2011,12,0,Belgium,17.1,8.3,5.6,2.8,−15.7,72.7,16800.0,2012
